symbol,internalId,name,category,importance,definition,whyRevenue,application,caseIndependent,caseChain,related,editorial_status,editorial_notes
"RT","RT__PER","Retención","Personas","4","Acciones para conservar talento, reducir rotación y mantener conocimiento dentro de la organización.","El equipo humano decide la experiencia final del huésped. Un personal capacitado y motivado es la mejor herramienta de fidelización e ingresos indirectos. Acciones para conservar talento, reducir rotación y mantener conocimiento dentro de la organización.","Capacitar sistemáticamente a la recepción en técnicas de Up-selling duraderas en el momento del recibimiento del viajero. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un establecimiento boutique premia mensualmente con comisiones por venta opcional a los recepcionistas que ofrezcan mejoras de suite exitosas.","Una cadena urbana multinacional articula un campus interactivo corporativo de desarrollo profesional en Revenue Management con planes de ascenso claros.","[""EQ"",""CF"",""LC"",""RC""]","VALIDADO_V2",""
"LD","LD__PER","Liderazgo","Personas","4","Capacidad de guiar equipos, alinear objetivos y fomentar cultura de rendimiento y mejora continua.","El equipo humano decide la experiencia final del huésped. Un personal capacitado y motivado es la mejor herramienta de fidelización e ingresos indirectos. Capacidad de guiar equipos, alinear objetivos y fomentar cultura de rendimiento y mejora continua.","Capacitar sistemáticamente a la recepción en técnicas de Up-selling duraderas en el momento del recibimiento del viajero. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un establecimiento boutique premia mensualmente con comisiones por venta opcional a los recepcionistas que ofrezcan mejoras de suite exitosas.","Una cadena urbana multinacional articula un campus interactivo corporativo de desarrollo profesional en Revenue Management con planes de ascenso claros.","[""EQ"",""CF"",""LC"",""RC""]","VALIDADO_V2",""
"LO","LO__RES","Estancia Mínima","Restricciones","4","Condición que exige un número mínimo de noches para aceptar una reserva en determinadas fechas.","Las restricciones aplicadas protegen el inventario de noches clave contra reservas cortas inoportunas que dejen vacías las noches de los lados. Condición que exige un número mínimo de noches para aceptar una reserva en determinadas fechas.","Aplicar la restricción de Estancia Mínima de 3 noches para el fin de semana de Año Nuevo para asegurar reservas de larga estadía. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un bed-and-breakfast aplica una restricción de entrada obligatoria el viernes en puentes festivos para no quedarse con habitaciones sueltas el domingo.","Un gran resort de esquí automatiza restricciones especiales de Closed to Arrival en su RMS global durante la semana pico de campeonatos de invierno.","[""RM"",""AR"",""RP"",""OC"",""CH""]","VALIDADO_V2",""
"DP","DP__RES","Depósito","Restricciones","4","Pago parcial o garantía económica solicitada para confirmar una reserva.","Las restricciones aplicadas protegen el inventario de noches clave contra reservas cortas inoportunas que dejen vacías las noches de los lados. Pago parcial o garantía económica solicitada para confirmar una reserva.","Aplicar la restricción de Estancia Mínima de 3 noches para el fin de semana de Año Nuevo para asegurar reservas de larga estadía. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un bed-and-breakfast aplica una restricción de entrada obligatoria el viernes en puentes festivos para no quedarse con habitaciones sueltas el domingo.","Un gran resort de esquí automatiza restricciones especiales de Closed to Arrival en su RMS global durante la semana pico de campeonatos de invierno.","[""CT"",""LS"",""AL""]","VALIDADO_V2",""
"AT","AT__RES","Cupos (Allotments)","Restricciones","4","Cupo de habitaciones asignado a un canal, operador o colaborador bajo condiciones específicas.","Las restricciones aplicadas protegen el inventario de noches clave contra reservas cortas inoportunas que dejen vacías las noches de los lados. Cupo de habitaciones asignado a un canal, operador o colaborador bajo condiciones específicas.","Aplicar la restricción de Estancia Mínima de 3 noches para el fin de semana de Año Nuevo para asegurar reservas de larga estadía. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un bed-and-breakfast aplica una restricción de entrada obligatoria el viernes en puentes festivos para no quedarse con habitaciones sueltas el domingo.","Un gran resort de esquí automatiza restricciones especiales de Closed to Arrival en su RMS global durante la semana pico de campeonatos de invierno.","[""CT"",""DP"",""LS""]","VALIDADO_V2",""
"AV","AV__RES","Disponibilidad","Restricciones","4","Inventario disponible para la venta en una fecha, categoría, canal o condición concreta.","Las restricciones aplicadas protegen el inventario de noches clave contra reservas cortas inoportunas que dejen vacías las noches de los lados. Inventario disponible para la venta en una fecha, categoría, canal o condición concreta.","Aplicar la restricción de Estancia Mínima de 3 noches para el fin de semana de Año Nuevo para asegurar reservas de larga estadía. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un bed-and-breakfast aplica una restricción de entrada obligatoria el viernes en puentes festivos para no quedarse con habitaciones sueltas el domingo.","Un gran resort de esquí automatiza restricciones especiales de Closed to Arrival en su RMS global durante la semana pico de campeonatos de invierno.","[""CT"",""DP"",""LS""]","VALIDADO_V2",""
"SS","SS__RES","Parada de Ventas","Restricciones","4","Cierre temporal de ventas para una fecha, tarifa, habitación o canal específico.","Las restricciones aplicadas protegen el inventario de noches clave contra reservas cortas inoportunas que dejen vacías las noches de los lados. Cierre temporal de ventas para una fecha, tarifa, habitación o canal específico.","Aplicar la restricción de Estancia Mínima de 3 noches para el fin de semana de Año Nuevo para asegurar reservas de larga estadía. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un bed-and-breakfast aplica una restricción de entrada obligatoria el viernes en puentes festivos para no quedarse con habitaciones sueltas el domingo.","Un gran resort de esquí automatiza restricciones especiales de Closed to Arrival en su RMS global durante la semana pico de campeonatos de invierno.","[""CT"",""DP"",""LS""]","VALIDADO_V2",""
"CP","CP__RES","Políticas de Cancelaciones","Restricciones","4","Reglas que definen cómo, cuándo y con qué coste puede cancelarse una reserva.","Las restricciones aplicadas protegen el inventario de noches clave contra reservas cortas inoportunas que dejen vacías las noches de los lados. Reglas que definen cómo, cuándo y con qué coste puede cancelarse una reserva.","Aplicar la restricción de Estancia Mínima de 3 noches para el fin de semana de Año Nuevo para asegurar reservas de larga estadía. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un bed-and-breakfast aplica una restricción de entrada obligatoria el viernes en puentes festivos para no quedarse con habitaciones sueltas el domingo.","Un gran resort de esquí automatiza restricciones especiales de Closed to Arrival en su RMS global durante la semana pico de campeonatos de invierno.","[""CT"",""DP"",""LS""]","VALIDADO_V2",""
"PC","PC__RES","Condiciones de Pago","Restricciones","4","Condiciones que determinan forma, momento y garantías de pago de una reserva.","Las restricciones aplicadas protegen el inventario de noches clave contra reservas cortas inoportunas que dejen vacías las noches de los lados. Condiciones que determinan forma, momento y garantías de pago de una reserva.","Aplicar la restricción de Estancia Mínima de 3 noches para el fin de semana de Año Nuevo para asegurar reservas de larga estadía. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un bed-and-breakfast aplica una restricción de entrada obligatoria el viernes en puentes festivos para no quedarse con habitaciones sueltas el domingo.","Un gran resort de esquí automatiza restricciones especiales de Closed to Arrival en su RMS global durante la semana pico de campeonatos de invierno.","[""CT"",""DP"",""LS""]","VALIDADO_V2",""
"RL","RL__RES","Plazo de Liberación (Release)","Restricciones","4","Plazo de antelación previo a la llegada en el que las reservas no garantizadas expiran.","Las restricciones aplicadas protegen el inventario de noches clave contra reservas cortas inoportunas que dejen vacías las noches de los lados. Plazo de antelación previo a la llegada en el que las reservas no garantizadas expiran.","Aplicar la restricción de Estancia Mínima de 3 noches para el fin de semana de Año Nuevo para asegurar reservas de larga estadía. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un bed-and-breakfast aplica una restricción de entrada obligatoria el viernes en puentes festivos para no quedarse con habitaciones sueltas el domingo.","Un gran resort de esquí automatiza restricciones especiales de Closed to Arrival en su RMS global durante la semana pico de campeonatos de invierno.","[""RM"",""AR"",""RP"",""OC"",""CH""]","VALIDADO_V2",""
"FB","FB__OPE","Comidas y Bebidas","Operaciones","4","Área de comidas, bebidas, desayunos, bares, restaurantes y servicios asociados al consumo interno.","Una gran ejecución operativa en recepción, mantenimiento y limpieza garantiza la satisfacción del cliente y sostiene la reputación online del hotel. Área de comidas, bebidas, desayunos, bares, restaurantes y servicios asociados al consumo interno.","Dotar a pisos e inspección técnica de un sistema de aviso en tiempo real sobre el estado de habitaciones listas para el check-in temprano. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural coordina mediante app directa la gobernanta y el recepcionista para avisar instantáneamente de habitaciones limpias.","Un resort corporativo monitorea los tiempos límite de resolución de quejas en habitaciones para corregir los cuellos de botella mediante auditorías trimestrales.","[""TR"",""RT"",""LD"",""FD"",""HK""]","VALIDADO_V2",""
"FD","FD__OPE","Recepción","Operaciones","4","Área de atención al cliente, check-in, check-out, información, gestión de reservas y coordinación operativa.","Una gran ejecución operativa en recepción, mantenimiento y limpieza garantiza la satisfacción del cliente y sostiene la reputación online del hotel. Área de atención al cliente, check-in, check-out, información, gestión de reservas y coordinación operativa.","Dotar a pisos e inspección técnica de un sistema de aviso en tiempo real sobre el estado de habitaciones listas para el check-in temprano. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural coordina mediante app directa la gobernanta y el recepcionista para avisar instantáneamente de habitaciones limpias.","Un resort corporativo monitorea los tiempos límite de resolución de quejas en habitaciones para corregir los cuellos de botella mediante auditorías trimestrales.","[""TR"",""RT"",""LD"",""FB"",""HK""]","VALIDADO_V2",""
"HK","HK__OPE","Limpieza y Mantenimiento","Operaciones","4","Funciones de limpieza, preparación de habitaciones, mantenimiento preventivo y conservación del hotel.","Una gran ejecución operativa en recepción, mantenimiento y limpieza garantiza la satisfacción del cliente y sostiene la reputación online del hotel. Funciones de limpieza, preparación de habitaciones, mantenimiento preventivo y conservación del hotel.","Dotar a pisos e inspección técnica de un sistema de aviso en tiempo real sobre el estado de habitaciones listas para el check-in temprano. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural coordina mediante app directa la gobernanta y el recepcionista para avisar instantáneamente de habitaciones limpias.","Un resort corporativo monitorea los tiempos límite de resolución de quejas en habitaciones para corregir los cuellos de botella mediante auditorías trimestrales.","[""TR"",""RT"",""LD"",""FB"",""FD""]","VALIDADO_V2",""
"CE","CE__OPE","Experiencia del Cliente","Operaciones","4","Gestión integral de la experiencia del huésped antes, durante y después de la estancia.","Una gran ejecución operativa en recepción, mantenimiento y limpieza garantiza la satisfacción del cliente y sostiene la reputación online del hotel. Gestión integral de la experiencia del huésped antes, durante y después de la estancia.","Dotar a pisos e inspección técnica de un sistema de aviso en tiempo real sobre el estado de habitaciones listas para el check-in temprano. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural coordina mediante app directa la gobernanta y el recepcionista para avisar instantáneamente de habitaciones limpias.","Un resort corporativo monitorea los tiempos límite de resolución de quejas en habitaciones para corregir los cuellos de botella mediante auditorías trimestrales.","[""TR"",""RT"",""LD"",""FB"",""FD""]","VALIDADO_V2",""
"GD","GD__CAN","Sistema Distribución Global (GDS)","Canales","4","Red global utilizada por agencias y empresas para acceder a disponibilidad, tarifas y reservas hoteleras.","Saber distribuir el inventario en OTAs, GDS, canales directos o mayoristas equilibra el volumen de ventas y los costes de adquisición de clientes. Red global utilizada por agencias y empresas para acceder a disponibilidad, tarifas y reservas hoteleras.","Controlar el mix de distribución del hotel para incentivar el peso del canal de reserva directa, reduciendo las comisiones de agencias intermediarias. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel independiente diversifica su inventario subiéndolo a portales específicos de escapadas rurales y reservando promociones especiales para su web.","Una marca líder firma comisiones preferentes exclusivas con las principales portales turísticos mediante convenios globales de volumen anual.","[""CH"",""TO"",""AB""]","VALIDADO_V2",""
"BO","BO__CAN","Booking","Canales","5","Canal de distribución online asociado a Booking, con alta visibilidad y modelo basado en comisión.","Saber distribuir el inventario en OTAs, GDS, canales directos o mayoristas equilibra el volumen de ventas y los costes de adquisición de clientes. Canal de distribución online asociado a Booking, con alta visibilidad y modelo basado en comisión.","Controlar el mix de distribución del hotel para incentivar el peso del canal de reserva directa, reduciendo las comisiones de agencias intermediarias. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel independiente diversifica su inventario subiéndolo a portales específicos de escapadas rurales y reservando promociones especiales para su web.","Una marca líder firma comisiones preferentes exclusivas con las principales portales turísticos mediante convenios globales de volumen anual.","[""WD"",""CH"",""SE"",""EM""]","VALIDADO_V2",""
"OT","OT__CAN","Agencia Viajes Online (OTA)","Canales","4","Intermediario online que comercializa alojamiento a cambio de visibilidad y comisión.","Saber distribuir el inventario en OTAs, GDS, canales directos o mayoristas equilibra el volumen de ventas y los costes de adquisición de clientes. Intermediario online que comercializa alojamiento a cambio de visibilidad y comisión.","Controlar el mix de distribución del hotel para incentivar el peso del canal de reserva directa, reduciendo las comisiones de agencias intermediarias. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel independiente diversifica su inventario subiéndolo a portales específicos de escapadas rurales y reservando promociones especiales para su web.","Una marca líder firma comisiones preferentes exclusivas con las principales portales turísticos mediante convenios globales de volumen anual.","[""CH"",""XP"",""BO"",""TO""]","VALIDADO_V2",""
"D","D__CAN","Canal Directo","Canales","4","Canal propio del hotel, como web, teléfono, email o recepción, normalmente con menor coste de distribución.","Saber distribuir el inventario en OTAs, GDS, canales directos o mayoristas equilibra el volumen de ventas y los costes de adquisición de clientes. Canal propio del hotel, como web, teléfono, email o recepción, normalmente con menor coste de distribución.","Controlar el mix de distribución del hotel para incentivar el peso del canal de reserva directa, reduciendo las comisiones de agencias intermediarias. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel independiente diversifica su inventario subiéndolo a portales específicos de escapadas rurales y reservando promociones especiales para su web.","Una marca líder firma comisiones preferentes exclusivas con las principales portales turísticos mediante convenios globales de volumen anual.","[""BO"",""CH"",""OT""]","VALIDADO_V2",""
"XP","XP__CAN","Expedia","Canales","4","Canal de distribución perteneciente al ecosistema Expedia, relevante en mercados internacionales.","Saber distribuir el inventario en OTAs, GDS, canales directos o mayoristas equilibra el volumen de ventas y los costes de adquisición de clientes. Canal de distribución perteneciente al ecosistema Expedia, relevante en mercados internacionales.","Controlar el mix de distribución del hotel para incentivar el peso del canal de reserva directa, reduciendo las comisiones de agencias intermediarias. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel independiente diversifica su inventario subiéndolo a portales específicos de escapadas rurales y reservando promociones especiales para su web.","Una marca líder firma comisiones preferentes exclusivas con las principales portales turísticos mediante convenios globales de volumen anual.","[""OT"",""CH"",""TO""]","VALIDADO_V2",""
"TO","TO__CAN","Turoperadores","Canales","4","Intermediarios que agrupan alojamiento con otros servicios turísticos, como vuelos, traslados o paquetes.","Saber distribuir el inventario en OTAs, GDS, canales directos o mayoristas equilibra el volumen de ventas y los costes de adquisición de clientes. Intermediarios que agrupan alojamiento con otros servicios turísticos, como vuelos, traslados o paquetes.","Controlar el mix de distribución del hotel para incentivar el peso del canal de reserva directa, reduciendo las comisiones de agencias intermediarias. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel independiente diversifica su inventario subiéndolo a portales específicos de escapadas rurales y reservando promociones especiales para su web.","Una marca líder firma comisiones preferentes exclusivas con las principales portales turísticos mediante convenios globales de volumen anual.","[""GD"",""OT"",""XP""]","VALIDADO_V2",""
"AB","AB__CAN","Airbnb","Canales","4","Plataforma orientada principalmente a alojamiento alternativo, apartamentos y experiencias de estancia.","Saber distribuir el inventario en OTAs, GDS, canales directos o mayoristas equilibra el volumen de ventas y los costes de adquisición de clientes. Plataforma orientada principalmente a alojamiento alternativo, apartamentos y experiencias de estancia.","Controlar el mix de distribución del hotel para incentivar el peso del canal de reserva directa, reduciendo las comisiones de agencias intermediarias. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel independiente diversifica su inventario subiéndolo a portales específicos de escapadas rurales y reservando promociones especiales para su web.","Una marca líder firma comisiones preferentes exclusivas con las principales portales turísticos mediante convenios globales de volumen anual.","[""OT"",""BO"",""GD""]","VALIDADO_V2",""
"M","M__CAD","Marriott","Cadenas Hoteleras","4","Grupo hotelero internacional utilizado como referencia de marca, distribución, fidelización y escala.","Las cadenas marcan las tendencias clave del mercado mundial mediante sus vastos clubes de lealtad, herramientas propietarias y economías de escala. Grupo hotelero internacional utilizado como referencia de marca, distribución, fidelización y escala.","Analizar e imitar las tácticas de fijación de precios dinámicos y fidelización que las grandes hoteleras operan con éxito constante. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique familiar adopta técnicas simplificadas de fidelización ofreciendo descuentos directos a huéspedes que reserven en recepción.","Un holding hotelero unifica los datos de compras y consumos de restauración para renegociar contratos de provisión global en condiciones ideales.","[""RM"",""AR"",""RP"",""OC"",""CH""]","VALIDADO_V2",""
"HI","HI__CAD","Hilton","Cadenas Hoteleras","4","Cadena hotelera global con fuerte presencia internacional y programa de fidelización reconocido.","Las cadenas marcan las tendencias clave del mercado mundial mediante sus vastos clubes de lealtad, herramientas propietarias y economías de escala. Cadena hotelera global con fuerte presencia internacional y programa de fidelización reconocido.","Analizar e imitar las tácticas de fijación de precios dinámicos y fidelización que las grandes hoteleras operan con éxito constante. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique familiar adopta técnicas simplificadas de fidelización ofreciendo descuentos directos a huéspedes que reserven en recepción.","Un holding hotelero unifica los datos de compras y consumos de restauración para renegociar contratos de provisión global en condiciones ideales.","[""RM"",""AR"",""RP"",""OC"",""CH""]","VALIDADO_V2",""
"HY","HY__CAD","Hyatt","Cadenas Hoteleras","4","Grupo hotelero internacional asociado a marcas premium, lifestyle y lujo.","Las cadenas marcan las tendencias clave del mercado mundial mediante sus vastos clubes de lealtad, herramientas propietarias y economías de escala. Grupo hotelero internacional asociado a marcas premium, lifestyle y lujo.","Analizar e imitar las tácticas de fijación de precios dinámicos y fidelización que las grandes hoteleras operan con éxito constante. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique familiar adopta técnicas simplificadas de fidelización ofreciendo descuentos directos a huéspedes que reserven en recepción.","Un holding hotelero unifica los datos de compras y consumos de restauración para renegociar contratos de provisión global en condiciones ideales.","[""RM"",""AR"",""RP"",""OC"",""CH""]","VALIDADO_V2",""
"IH","IH__CAD","IHG","Cadenas Hoteleras","4","Grupo hotelero internacional con marcas reconocidas en segmentos corporativos, vacacionales y urbanos.","Las cadenas marcan las tendencias clave del mercado mundial mediante sus vastos clubes de lealtad, herramientas propietarias y economías de escala. Grupo hotelero internacional con marcas reconocidas en segmentos corporativos, vacacionales y urbanos.","Analizar e imitar las tácticas de fijación de precios dinámicos y fidelización que las grandes hoteleras operan con éxito constante. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique familiar adopta técnicas simplificadas de fidelización ofreciendo descuentos directos a huéspedes que reserven en recepción.","Un holding hotelero unifica los datos de compras y consumos de restauración para renegociar contratos de provisión global en condiciones ideales.","[""RM"",""AR"",""RP"",""OC"",""CH""]","VALIDADO_V2",""
"WY","WY__CAD","Wyndham","Cadenas Hoteleras","4","Grupo hotelero internacional con fuerte presencia en segmentos economy, midscale y franquicias.","Las cadenas marcan las tendencias clave del mercado mundial mediante sus vastos clubes de lealtad, herramientas propietarias y economías de escala. Grupo hotelero internacional con fuerte presencia en segmentos economy, midscale y franquicias.","Analizar e imitar las tácticas de fijación de precios dinámicos y fidelización que las grandes hoteleras operan con éxito constante. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique familiar adopta técnicas simplificadas de fidelización ofreciendo descuentos directos a huéspedes que reserven en recepción.","Un holding hotelero unifica los datos de compras y consumos de restauración para renegociar contratos de provisión global en condiciones ideales.","[""RM"",""AR"",""RP"",""OC"",""CH""]","VALIDADO_V2",""
"CI","CI__CAD","Choice","Cadenas Hoteleras","4","Grupo hotelero con marcas enfocadas en diferentes niveles de servicio y modelos de franquicia.","Las cadenas marcan las tendencias clave del mercado mundial mediante sus vastos clubes de lealtad, herramientas propietarias y economías de escala. Grupo hotelero con marcas enfocadas en diferentes niveles de servicio y modelos de franquicia.","Analizar e imitar las tácticas de fijación de precios dinámicos y fidelización que las grandes hoteleras operan con éxito constante. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique familiar adopta técnicas simplificadas de fidelización ofreciendo descuentos directos a huéspedes que reserven en recepción.","Un holding hotelero unifica los datos de compras y consumos de restauración para renegociar contratos de provisión global en condiciones ideales.","[""RM"",""AR"",""RP"",""OC"",""CH""]","VALIDADO_V2",""
"AC","AC__CAD","Accor","Cadenas Hoteleras","4","Grupo hotelero global con marcas desde económicas hasta lujo y fuerte presencia internacional.","Las cadenas marcan las tendencias clave del mercado mundial mediante sus vastos clubes de lealtad, herramientas propietarias y economías de escala. Grupo hotelero global con marcas desde económicas hasta lujo y fuerte presencia internacional.","Analizar e imitar las tácticas de fijación de precios dinámicos y fidelización que las grandes hoteleras operan con éxito constante. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique familiar adopta técnicas simplificadas de fidelización ofreciendo descuentos directos a huéspedes que reserven en recepción.","Un holding hotelero unifica los datos de compras y consumos de restauración para renegociar contratos de provisión global en condiciones ideales.","[""RM"",""AR"",""RP"",""OC"",""CH""]","VALIDADO_V2",""
"LU","LU__SEG","Luxury","Segmentos","4","Huéspedes que buscan experiencias exclusivas, altos niveles de servicio y mayor disposición al pago.","No todos los clientes viajan por el mismo motivo ni tienen igual sensibilidad de desembolso. Diferenciar la demanda maximiza los ingresos. Huéspedes que buscan experiencias exclusivas, altos niveles de servicio y mayor disposición al pago.","Construir tarifas diferenciadas para el segmento vacacional de fin de semana versus las reservas corporativas fijas de lunes a jueves. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel costero diseña una sección web exclusiva para familias numerosas y otra enfocada en retiros de descanso silenciosos para adultos.","Un gran hotel de ferias segmenta estrictamente las reservas de comisiones cerradas para congresistas, limitándolas a periodos de baja temporada general.","[""BU"",""CO"",""MI"",""LE""]","VALIDADO_V2",""
"MI","MI__SEG","MICE","Segmentos","4","Segmento de reuniones, incentivos, congresos y eventos con necesidades específicas de de espacios y servicios.","No todos los clientes viajan por el mismo motivo ni tienen igual sensibilidad de desembolso. Diferenciar la demanda maximiza los ingresos. Segmento de reuniones, incentivos, congresos y eventos con necesidades específicas de de espacios y servicios.","Construir tarifas diferenciadas para el segmento vacacional de fin de semana versus las reservas corporativas fijas de lunes a jueves. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel costero diseña una sección web exclusiva para familias numerosas y otra enfocada en retiros de descanso silenciosos para adultos.","Un gran hotel de ferias segmenta estrictamente las reservas de comisiones cerradas para congresistas, limitándolas a periodos de baja temporada general.","[""LU"",""BU"",""CO"",""LE""]","VALIDADO_V2",""
"FA","FA__SEG","Familia","Segmentos","4","Huéspedes que viajan en familia, que valoran la comodidad, la seguridad, la atención a niños y la flexibilidad.","No todos los clientes viajan por el mismo motivo ni tienen igual sensibilidad de desembolso. Diferenciar la demanda maximiza los ingresos. Huéspedes que viajan en familia, que valoran la comodidad, la seguridad, la atención a niños y la flexibilidad.","Construir tarifas diferenciadas para el segmento vacacional de fin de semana versus las reservas corporativas fijas de lunes a jueves. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel costero diseña una sección web exclusiva para familias numerosas y otra enfocada en retiros de descanso silenciosos para adultos.","Un gran hotel de ferias segmenta estrictamente las reservas de comisiones cerradas para congresistas, limitándolas a periodos de baja temporada general.","[""LU"",""BU"",""CO"",""MI"",""LE""]","VALIDADO_V2",""
"BU","BU__SEG","Negocios","Segmentos","4","Segmento de personas o viajeros individuales en viaje de negocios o trabajo individual.","No todos los clientes viajan por el mismo motivo ni tienen igual sensibilidad de desembolso. Diferenciar la demanda maximiza los ingresos. Segmento de personas o viajeros individuales en viaje de negocios o trabajo individual.","Construir tarifas diferenciadas para el segmento vacacional de fin de semana versus las reservas corporativas fijas de lunes a jueves. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel costero diseña una sección web exclusiva para familias numerosas y otra enfocada en retiros de descanso silenciosos para adultos.","Un gran hotel de ferias segmenta estrictamente las reservas de comisiones cerradas para congresistas, limitándolas a periodos de baja temporada general.","[""LU"",""CO"",""MI"",""LE""]","VALIDADO_V2",""
"LE","LE__SEG","Ocio","Segmentos","4","Huéspedes que viajan por recreación, descanso o turismo, sensibles al precio y la oferta del destino.","No todos los clientes viajan por el mismo motivo ni tienen igual sensibilidad de desembolso. Diferenciar la demanda maximiza los ingresos. Huéspedes que viajan por recreación, descanso o turismo, sensibles al precio y la oferta del destino.","Construir tarifas diferenciadas para el segmento vacacional de fin de semana versus las reservas corporativas fijas de lunes a jueves. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel costero diseña una sección web exclusiva para familias numerosas y otra enfocada en retiros de descanso silenciosos para adultos.","Un gran hotel de ferias segmenta estrictamente las reservas de comisiones cerradas para congresistas, limitándolas a periodos de baja temporada general.","[""LU"",""BU"",""CO"",""MI""]","VALIDADO_V2",""
"CO","CO__SEG","Parejas","Segmentos","4","Segmento vacacional de ocio enfocado en viajes en pareja, escapadas románticas o celebraciones de aniversarios.","No todos los clientes viajan por el mismo motivo ni tienen igual sensibilidad de desembolso. Diferenciar la demanda maximiza los ingresos. Segmento vacacional de ocio enfocado en viajes en pareja, escapadas románticas o celebraciones de aniversarios.","Construir tarifas diferenciadas para el segmento vacacional de fin de semana versus las reservas corporativas fijas de lunes a jueves. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel costero diseña una sección web exclusiva para familias numerosas y otra enfocada en retiros de descanso silenciosos para adultos.","Un gran hotel de ferias segmenta estrictamente las reservas de comisiones cerradas para congresistas, limitándolas a periodos de baja temporada general.","[""LU"",""BU"",""MI"",""LE""]","VALIDADO_V2",""
"LX","LX__POS","Lujo","Posicionamiento","4","Estrategia enfocada en tarifas elevadas justificadas por la máxima calidad, exclusividad y estatus superior.","El posicionamiento de marca define en qué segmento de precio y prestigio se aloja el hotel dentro del imaginario competitivo de los viajeros del destino. Estrategia enfocada en tarifas elevadas justificadas por la máxima calidad, exclusividad y estatus superior.","Ajustar la tarifa promedio y el diseño web con la calidad física real, opiniones públicas e identidad para evitar quejas de clientes insatisfechos. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural añade amenities orgánicas locales y un conserje dedicado para justificar una tarifa de alojamiento superior a la media de la zona.","Un consorcio multinacional reposiciona una marca antigua inyectando decoración minimalista de tendencia para subir un peldaño en la escala de prestigio.","[""RM"",""AR"",""RP"",""OC"",""CH""]","VALIDADO_V2",""
"UP","UP__POS","Premium (Upscale)","Posicionamiento","4","Segmento premium de tarifas altas pero accesible, que ofrece servicios superiores y diseño cuidado.","El posicionamiento de marca define en qué segmento de precio y prestigio se aloja el hotel dentro del imaginario competitivo de los viajeros del destino. Segmento premium de tarifas altas pero accesible, que ofrece servicios superiores y diseño cuidado.","Ajustar la tarifa promedio y el diseño web con la calidad física real, opiniones públicas e identidad para evitar quejas de clientes insatisfechos. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural añade amenities orgánicas locales y un conserje dedicado para justificar una tarifa de alojamiento superior a la media de la zona.","Un consorcio multinacional reposiciona una marca antigua inyectando decoración minimalista de tendencia para subir un peldaño en la escala de prestigio.","[""RM"",""AR"",""RP"",""OC"",""CH""]","VALIDADO_V2",""
